,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2019-11-26-19-james-madison,43.2,16,6.9,2,91.8,78.3,36,0.537,81,0.457,37,0.21,17,0.412,7,5,200,110.6,27.7,13,22,94,,12.9,11,0.42,34,0.382,13,52.7,49,0.528,8.3,8,47,0.511,24,0.375,3,"November 26, 2019",66.7,16,10.6,5,110.6,72.3,34,0.439,66,0.364,24,0.409,27,0.741,20,3,200,91.8,21.7,10,16,78,,3.5,3,0.561,37,0.27,10,47.3,44,0.495,17.9,17,29,0.483,14,0.571,4,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,85.0,Away,COPPIN-STATE,Coppin State
2019-11-29-21-montana,39.1,9,0.0,0,94.5,77.8,28,0.449,59,0.39,23,0.186,11,0.818,9,6,200,84.9,11.8,4,12,62,,6.8,5,0.508,30,0.233,7,45.7,32,0.483,16.9,13,29,0.552,16,0.333,3,"November 29, 2019",62.1,18,17.2,5,84.9,88.2,30,0.508,65,0.446,29,0.108,7,0.429,3,4,200,94.5,22.2,8,14,69,,8.2,6,0.385,25,0.32,8,54.3,38,0.505,16.0,13,40,0.525,21,0.429,3,"Adams Center/Dahlberg Arena, Missoula, Montana",COPPIN-STATE,Coppin State,73.3,Home,MONTANA,Montana
2019-12-03-19-east-carolina,48.4,15,9.5,4,96.2,67.4,29,0.59,61,0.508,31,0.262,16,0.813,13,6,200,109.0,8.0,2,17,85,,7.7,6,0.475,29,0.345,10,45.6,31,0.62,13.9,11,32,0.656,21,0.4,4,"December 3, 2019",66.7,18,9.4,3,109.0,92.0,23,0.424,72,0.375,27,0.319,23,0.609,14,7,200,96.2,32.6,14,18,75,,6.4,5,0.417,30,0.233,7,54.4,37,0.452,10.9,10,42,0.476,20,0.222,2,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,78.3,Away,COPPIN-STATE,Coppin State
2019-12-10-19-davidson,22.2,4,0.0,0,135.4,66.7,20,0.38,54,0.333,18,0.333,18,0.611,11,7,200,80.0,18.9,7,12,52,,1.5,1,0.333,18,0.278,5,40.3,27,0.416,13.9,10,36,0.361,13,0.364,4,"December 10, 2019",76.5,26,0.0,0,80.0,81.1,30,0.623,65,0.523,34,0.169,11,0.636,7,5,200,135.4,33.3,10,14,88,,10.8,7,0.477,31,0.419,13,59.7,40,0.627,5.4,4,34,0.618,21,0.5,5,"Belk Arena, Davidson, North Carolina",COPPIN-STATE,Coppin State,64.9,Home,DAVIDSON,Davidson
2019-12-15-13-maryland-baltimore-county,16.0,4,11.1,4,110.3,77.8,28,0.492,60,0.417,25,0.4,24,0.75,18,8,200,98.7,20.0,7,24,77,,9.0,7,0.467,28,0.321,9,49.3,35,0.539,16.6,14,32,0.5,16,0.333,4,"December 15, 2019",72.4,21,3.1,1,98.7,80.0,28,0.55,60,0.483,29,0.517,31,0.645,20,6,200,110.3,22.2,8,16,86,,6.4,5,0.4,24,0.333,8,50.7,36,0.575,12.0,10,36,0.583,21,0.5,6,"UMBC Event Center, Baltimore, Maryland",COPPIN-STATE,Coppin State,77.6,Home,MARYLAND-BALTIMORE-COUNTY,UMBC
2019-12-21-14-miami-fl,55.0,11,5.9,1,118.2,83.3,20,0.356,66,0.303,20,0.288,19,0.684,13,9,200,77.9,26.7,12,14,60,,10.4,8,0.455,30,0.233,7,46.4,32,0.4,15.8,14,36,0.361,13,0.308,4,"December 21, 2019",57.1,16,16.7,6,77.9,73.3,33,0.673,55,0.509,28,0.364,20,0.85,17,3,200,118.2,16.7,4,13,91,,9.1,7,0.691,38,0.474,18,53.6,37,0.705,21.0,17,17,0.588,10,0.727,8,"BankUnited Center, Coral Gables, Florida",COPPIN-STATE,Coppin State,77.3,Home,MIAMI-FL,Miami (FL)
2019-11-05-19-cornell,50.0,12,9.8,4,121.7,73.9,17,0.491,58,0.414,24,0.172,10,0.7,7,1,199,92.8,18.8,6,17,64,,5.8,4,0.431,25,0.36,9,41.8,23,0.51,16.1,12,33,0.455,15,0.0,0,"November 5, 2019",62.5,20,15.2,5,92.8,81.3,26,0.573,62,0.516,32,0.242,15,0.867,13,0,199,121.7,26.1,6,15,84,,14.5,10,0.339,21,0.333,7,58.2,32,0.608,8.0,6,41,0.61,25,1.0,1,"Newman Arena, Ithaca, New York",BINGHAMTON,Binghamton,69.3,Home,CORNELL,Cornell
2019-11-10-13-bryant,61.5,16,17.9,5,107.9,64.7,22,0.543,58,0.448,26,0.397,23,0.783,18,1,200,106.6,21.9,7,18,81,,9.2,7,0.448,26,0.423,11,43.9,29,0.588,18.0,15,32,0.469,15,0.5,1,"November 10, 2019",59.3,16,6.3,2,106.6,78.1,25,0.575,60,0.45,27,0.383,23,0.565,13,2,200,107.9,35.3,12,20,82,,13.2,10,0.533,32,0.469,15,56.1,37,0.578,19.5,17,28,0.429,12,0.333,1,"Chace Athletic Center , Smithfield, Rhode Island",CORNELL,Cornell,76.4,Home,BRYANT,Bryant
2019-11-13-19-cornell,31.8,7,7.7,2,89.2,80.0,24,0.412,57,0.386,22,0.211,12,1.0,12,2,200,90.8,24.2,8,14,59,,7.7,5,0.211,12,0.25,3,50.8,32,0.47,13.8,10,45,0.422,19,0.333,1,"November 13, 2019",47.8,11,6.7,3,90.8,75.8,25,0.464,56,0.411,23,0.161,9,0.667,6,2,200,89.2,20.0,6,14,58,,9.2,6,0.536,30,0.2,6,49.2,31,0.481,15.5,11,26,0.654,17,0.333,1,"Newman Arena, Ithaca, New York",CORNELL,Cornell,65.0,Away,NJIT,NJIT
2019-11-16-13-depaul,47.6,10,0.0,0,113.6,58.6,17,0.421,57,0.368,21,0.211,12,0.5,6,3,200,81.8,30.8,12,13,54,,15.2,10,0.474,27,0.222,6,42.6,29,0.431,18.4,14,30,0.5,15,0.25,1,"November 16, 2019",51.7,15,23.3,7,81.8,69.2,27,0.552,58,0.5,29,0.276,16,0.688,11,0,200,113.6,41.4,12,15,75,,15.2,10,0.362,21,0.286,6,57.4,39,0.572,17.7,14,37,0.622,23,1.0,5,"Wintrust Arena, Chicago, Illinois",CORNELL,Cornell,66.2,Home,DEPAUL,DePaul
2019-11-20-19-syracuse,78.6,11,3.8,1,126.3,69.6,16,0.425,40,0.35,14,0.625,25,0.76,19,4,200,93.0,22.2,6,13,53,,7.0,4,0.675,27,0.222,6,44.0,22,0.511,10.5,6,13,0.615,8,0.2,1,"November 20, 2019",72.0,18,0.0,0,93.0,77.8,21,0.566,53,0.472,25,0.34,18,0.667,12,1,200,126.3,30.4,7,16,72,,3.5,2,0.509,27,0.37,10,56.0,28,0.585,10.3,7,26,0.577,15,0.75,3,"Carrier Dome, Syracuse, New York",CORNELL,Cornell,56.7,Home,SYRACUSE,Syracuse
2019-11-23-19-coppin-state,69.6,16,2.8,1,85.0,73.0,27,0.335,79,0.291,23,0.241,19,0.684,13,5,225,82.5,42.0,21,14,66,,17.5,14,0.43,34,0.206,7,55.2,48,0.375,14.7,15,45,0.356,16,0.167,1,"November 23, 2019",46.2,12,17.8,8,82.5,58.0,29,0.492,62,0.419,26,0.226,14,0.5,7,5,225,85.0,27.0,10,15,68,,13.8,11,0.419,26,0.346,9,44.8,39,0.495,22.7,20,36,0.472,17,0.286,2,"Physical Education Complex, Baltimore, Maryland",CORNELL,Cornell,71.4,Home,COPPIN-STATE,Coppin State
2019-11-26-19-navy,45.5,10,6.3,2,116.1,63.3,19,0.49,52,0.423,22,0.269,14,0.714,10,6,200,98.4,23.3,7,19,61,,3.2,2,0.423,22,0.318,7,43.3,26,0.52,17.1,12,30,0.5,15,0.143,1,"November 26, 2019",53.8,14,3.3,1,98.4,76.7,23,0.557,53,0.491,26,0.377,20,0.65,13,3,200,116.1,36.7,11,12,72,,4.8,3,0.396,21,0.333,7,56.7,34,0.576,12.7,9,32,0.594,19,0.5,3,"Alumni Hall, Annapolis, Maryland",CORNELL,Cornell,62.1,Home,NAVY,Navy
2019-12-07-13-cornell,66.7,14,11.9,5,95.2,73.0,27,0.521,47,0.447,21,0.426,20,0.65,13,2,200,100.0,23.1,6,12,62,,1.6,1,0.447,21,0.333,7,52.4,33,0.549,17.7,12,26,0.538,14,0.75,6,"December 7, 2019",50.0,12,7.7,2,100.0,76.9,20,0.405,63,0.381,24,0.19,12,0.667,8,7,200,95.2,27.0,10,13,59,,14.5,9,0.333,21,0.143,3,47.6,30,0.429,4.2,3,42,0.5,21,0.125,1,"Newman Arena, Ithaca, New York",CORNELL,Cornell,62.1,Away,LAFAYETTE,Lafayette
2019-12-11-19-colgate,50.0,12,7.9,3,103.1,82.9,29,0.491,53,0.453,24,0.113,6,1.0,6,8,200,90.6,25.0,7,19,58,,0.0,0,0.302,16,0.25,4,57.1,36,0.519,20.1,14,37,0.541,20,0.111,1,"December 11, 2019",54.2,13,24.3,9,90.6,75.0,21,0.458,59,0.407,24,0.254,15,0.8,12,4,200,103.1,17.1,6,12,66,,9.4,6,0.356,21,0.286,6,42.9,27,0.499,8.4,6,38,0.474,18,0.636,7,"Cotterell Court, Hamilton, New York",CORNELL,Cornell,64.5,Home,COLGATE,Colgate
2019-12-22-14-hartford,60.0,18,2.8,1,114.3,68.8,22,0.557,61,0.492,30,0.18,11,0.727,8,9,200,108.6,38.5,10,16,76,,8.6,6,0.41,25,0.32,8,55.2,32,0.574,19.6,16,36,0.611,22,0.1,1,"December 22, 2019",42.9,12,16.7,6,108.6,61.5,16,0.575,60,0.467,28,0.267,16,0.688,11,7,200,114.3,31.3,10,13,80,,12.9,9,0.4,24,0.542,13,44.8,26,0.592,14.1,11,36,0.417,15,0.462,6,"Chase Family Arena, Hartford, Connecticut",CORNELL,Cornell,70.4,Home,HARTFORD,Hartford
2019-11-05-21-creighton,40.9,9,5.3,2,109.5,76.5,26,0.398,59,0.373,22,0.22,13,0.615,8,1,200,74.3,17.5,7,14,55,,6.8,5,0.339,20,0.15,3,44.6,33,0.422,20.8,17,39,0.487,19,0.0,0,"November 5, 2019",48.5,16,15.4,6,74.3,82.5,33,0.619,63,0.524,33,0.127,8,0.375,3,0,200,109.5,23.5,8,13,81,,12.2,9,0.397,25,0.48,12,55.4,41,0.606,18.4,15,38,0.553,21,1.0,1,"CenturyLink Center, Omaha, Nebraska",KENNESAW-STATE,Kennesaw State,74.5,Home,CREIGHTON,Creighton
2019-11-12-18-michigan,48.4,15,3.3,1,119.7,85.7,18,0.473,73,0.425,31,0.027,2,0.0,0,1,200,104.5,41.7,15,12,69,,9.1,6,0.274,20,0.35,7,57.9,33,0.467,8.7,7,53,0.453,24,0.5,1,"November 12, 2019",53.3,16,11.3,6,104.5,58.3,21,0.651,53,0.566,30,0.226,12,0.833,10,0,200,119.7,14.3,3,7,79,,4.5,3,0.434,23,0.391,9,42.1,24,0.673,15.9,11,30,0.7,21,1.0,2,"Crisler Arena, Ann Arbor, Michigan",CREIGHTON,Creighton,66.3,Home,MICHIGAN,Michigan
2019-11-16-18-creighton,40.0,12,3.4,1,112.3,82.9,29,0.5,68,0.441,30,0.162,11,0.364,4,1,200,98.6,32.4,12,20,72,,11.0,8,0.412,28,0.286,8,56.9,41,0.492,14.1,12,40,0.55,22,0.667,2,"November 16, 2019",55.6,15,7.5,3,98.6,67.6,25,0.578,58,0.466,27,0.379,22,0.682,15,1,200,112.3,17.1,6,14,82,,9.6,7,0.5,29,0.448,13,43.1,31,0.599,12.9,10,29,0.483,14,0.667,2,"CenturyLink Center, Omaha, Nebraska",LOUISIANA-TECH,Louisiana Tech,72.8,Home,CREIGHTON,Creighton
2019-11-22-21-creighton,42.9,12,0.0,0,121.1,80.8,21,0.602,54,0.519,28,0.185,10,0.5,5,4,200,98.6,23.1,6,20,70,,5.6,4,0.352,19,0.474,9,51.9,27,0.596,23.6,18,35,0.543,19,0.2,1,"November 22, 2019",55.2,16,2.9,1,98.6,76.9,20,0.598,56,0.518,29,0.411,23,0.826,19,1,200,121.1,19.2,5,16,86,,15.5,11,0.393,22,0.409,9,48.1,25,0.643,12.0,9,34,0.588,20,0.75,3,"CenturyLink Center, Omaha, Nebraska",CAL-POLY,Cal Poly,70.8,Home,CREIGHTON,Creighton
2019-11-24-14-creighton,50.0,10,14.3,5,108.6,74.3,26,0.393,61,0.328,20,0.344,21,0.905,19,3,200,95.7,28.9,11,12,67,,4.3,3,0.443,27,0.296,8,50.7,37,0.472,14.6,12,34,0.353,12,0.571,4,"November 24, 2019",51.7,15,5.9,2,95.7,71.1,27,0.548,62,0.468,29,0.194,12,0.667,8,1,200,108.6,25.7,9,14,76,,8.6,6,0.435,27,0.37,10,49.3,36,0.561,12.9,10,35,0.543,19,0.8,4,"CenturyLink Center, Omaha, Nebraska",NORTH-FLORIDA,North Florida,70.3,Home,CREIGHTON,Creighton
2019-11-28-22-creighton,69.0,20,17.2,5,75.4,84.8,28,0.663,52,0.558,29,0.346,18,0.778,14,0,200,120.3,31.8,7,18,83,,11.6,8,0.346,18,0.611,11,63.6,35,0.685,20.0,15,34,0.529,18,1.0,7,"November 28, 2019",50.0,10,2.9,1,120.3,68.2,15,0.423,52,0.385,20,0.308,16,0.5,8,2,200,75.4,15.2,5,18,52,,11.6,8,0.442,23,0.174,4,36.4,20,0.436,20.3,15,29,0.552,16,0.667,4,"Orleans Arena, Paradise, Nevada",CREIGHTON,Creighton,69.1,Away,SAN-DIEGO-STATE,San Diego State
2019-11-29-22-creighton,65.5,19,5.9,2,116.9,72.4,21,0.493,67,0.433,29,0.179,12,0.833,10,2,225,107.0,25.0,9,21,76,12,8.5,6,0.448,30,0.267,8,46.2,30,0.523,8.8,7,37,0.568,21,0.714,5,"November 29, 2019",46.7,14,5.4,2,107.0,75.0,27,0.603,58,0.517,30,0.345,20,0.65,13,2,225,116.9,27.6,8,16,83,,5.6,4,0.414,24,0.417,10,53.8,35,0.615,15.2,12,34,0.588,20,0.714,5,"Orleans Arena, Paradise, Nevada",TEXAS-TECH,Texas Tech,63.2,Home,CREIGHTON,Creighton
2019-12-03-20-creighton,43.5,10,2.9,1,104.3,71.4,25,0.417,60,0.383,23,0.283,17,0.588,10,5,200,87.0,32.4,12,14,60,,5.8,4,0.283,17,0.235,4,51.4,37,0.441,16.2,13,43,0.442,19,0.375,3,"December 3, 2019",53.8,14,4.7,2,87.0,67.6,25,0.477,65,0.4,26,0.2,13,0.769,10,2,200,104.3,28.6,10,16,72,,13.0,9,0.477,31,0.323,10,48.6,35,0.506,10.2,8,34,0.471,16,0.75,6,"CenturyLink Center, Omaha, Nebraska",ORAL-ROBERTS,Oral Roberts,69.1,Home,CREIGHTON,Creighton
2019-12-07-14-creighton,33.3,9,8.3,3,114.5,83.9,26,0.485,65,0.415,27,0.369,24,0.542,13,5,200,91.6,12.5,5,13,76,,4.8,4,0.415,27,0.333,9,43.7,31,0.497,13.7,12,38,0.474,18,0.444,4,"December 7, 2019",51.4,18,10.5,4,91.6,87.5,35,0.629,66,0.53,35,0.227,15,0.8,12,2,200,114.5,16.1,5,22,95,,7.2,6,0.455,30,0.433,13,56.3,40,0.65,17.1,15,36,0.611,22,0.778,7,"CenturyLink Center, Omaha, Nebraska",NEBRASKA,Nebraska,83.3,Home,CREIGHTON,Creighton
2019-12-13-20-creighton,28.0,7,25.0,7,114.1,90.0,18,0.413,63,0.397,25,0.159,10,0.6,6,6,200,74.4,22.9,8,22,58,,14.1,11,0.238,15,0.133,2,47.3,26,0.428,22.9,20,48,0.479,23,0.4,4,"December 13, 2019",46.4,13,0.0,0,74.4,77.1,27,0.673,49,0.571,28,0.551,27,0.852,23,2,200,114.1,10.0,2,15,89,,10.3,8,0.429,21,0.476,10,52.7,29,0.72,20.8,16,28,0.643,18,0.8,8,"CenturyLink Center, Omaha, Nebraska",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,77.8,Home,CREIGHTON,Creighton
2019-12-17-20-creighton,30.4,7,9.1,2,106.4,83.3,30,0.391,69,0.333,23,0.304,21,0.905,19,3,200,93.6,22.2,10,22,73,,3.8,3,0.464,32,0.25,8,49.4,40,0.462,9.3,8,37,0.405,15,0.7,7,"December 17, 2019",66.7,14,2.7,1,93.6,77.8,35,0.474,57,0.368,21,0.632,36,0.806,29,2,200,106.4,16.7,6,19,83,,5.1,4,0.614,35,0.343,12,50.6,41,0.56,12.1,10,22,0.409,9,0.818,9,"CenturyLink Center, Omaha, Nebraska",OKLAHOMA,Oklahoma,77.5,Home,CREIGHTON,Creighton
2019-12-21-20-arizona-state,55.6,15,10.3,4,85.7,77.5,31,0.5,61,0.443,27,0.131,8,0.75,6,2,200,95.7,22.6,7,15,67,,2.9,2,0.393,24,0.292,7,53.5,38,0.517,14.6,11,37,0.541,20,0.833,10,"December 21, 2019",47.8,11,8.1,3,95.7,77.4,24,0.408,65,0.354,23,0.154,10,0.7,7,4,200,85.7,22.5,9,14,60,,7.1,5,0.4,26,0.269,7,46.5,33,0.43,12.6,10,39,0.41,16,0.667,8,"Wells Fargo Arena, Tempe, Arizona",ARIZONA-STATE,Arizona State,69.8,Away,CREIGHTON,Creighton
2019-11-08-19-buffalo,55.6,15,9.1,3,82.9,69.8,30,0.492,59,0.458,27,0.254,15,0.667,10,0,200,89.5,22.6,7,19,68,,10.5,8,0.271,16,0.25,4,50.0,37,0.514,19.6,16,43,0.535,23,1.0,1,"November 8, 2019",58.3,14,4.7,2,89.5,77.4,24,0.426,68,0.353,24,0.191,13,0.385,5,1,200,82.9,30.2,13,19,63,,11.8,9,0.515,35,0.286,10,50.0,37,0.425,17.8,16,33,0.424,14,0.0,0,"Alumni Arena, Buffalo, New York",BUFFALO,Buffalo,76.2,Away,DARTMOUTH,Dartmouth
2019-11-11-19-dartmouth,70.6,12,3.6,1,85.9,80.0,28,0.41,50,0.34,17,0.24,12,0.667,8,3,200,76.6,16.1,5,15,49,,6.3,4,0.5,25,0.28,7,50.0,33,0.44,19.0,13,25,0.4,10,0.0,0,"November 11, 2019",45.0,9,16.0,4,76.6,83.9,26,0.444,54,0.37,20,0.241,13,0.538,7,0,200,85.9,20.0,7,14,55,,7.8,5,0.481,26,0.308,8,50.0,33,0.457,16.7,12,28,0.429,12,1.0,2,"Leede Arena, Hanover, New Hampshire",FLORIDA-GULF-COAST,Florida Gulf Coast,64.4,Home,DARTMOUTH,Dartmouth
2019-11-15-16-dartmouth,47.1,8,10.3,3,90.2,63.3,19,0.396,53,0.321,17,0.094,5,0.8,4,2,200,75.4,6.1,2,14,46,,16.4,10,0.566,30,0.267,8,33.3,21,0.415,12.7,8,23,0.391,9,0.333,1,"November 15, 2019",60.0,12,8.7,2,75.4,93.9,31,0.479,48,0.417,20,0.333,16,0.563,9,0,200,90.2,36.7,11,10,55,,3.3,2,0.396,19,0.316,6,66.7,42,0.495,22.5,16,29,0.483,14,1.0,3,"Costello Athletic Center, Lowell, Massachusetts",MERRIMACK,Merrimack,61.0,Home,DARTMOUTH,Dartmouth
2019-11-16-13-dartmouth,59.1,13,15.0,3,60.7,81.3,26,0.48,50,0.44,22,0.34,17,0.529,9,2,200,93.4,20.7,6,8,57,,8.2,5,0.36,18,0.222,4,52.5,32,0.491,10.9,7,32,0.563,18,0.6,3,"November 16, 2019",42.9,6,3.1,1,93.4,79.3,23,0.337,52,0.269,14,0.077,4,0.5,2,1,200,60.7,18.8,6,15,37,,3.3,2,0.615,32,0.219,7,47.5,29,0.343,21.8,15,20,0.35,7,0.75,3,"Costello Athletic Center, Lowell, Massachusetts",DARTMOUTH,Dartmouth,61.0,Away,JACKSONVILLE,Jacksonville
2019-11-17-15-massachusetts-lowell,63.0,17,6.5,2,97.4,83.9,26,0.57,57,0.474,27,0.421,24,0.625,15,1,225,103.9,18.2,6,19,80,,7.8,6,0.421,24,0.458,11,50.0,32,0.585,17.2,14,33,0.485,16,0.8,4,"November 17, 2019",48.1,13,6.1,2,103.9,81.8,27,0.544,57,0.474,27,0.351,20,0.65,13,5,225,97.4,16.1,5,22,75,,9.1,7,0.456,26,0.308,8,50.0,32,0.564,19.6,16,31,0.613,19,0.286,2,"Costello Athletic Center, Lowell, Massachusetts",MASSACHUSETTS-LOWELL,UMass-Lowell,68.4,Away,DARTMOUTH,Dartmouth
2019-11-19-19-dartmouth,70.8,17,2.5,1,142.1,91.7,22,0.37,77,0.312,24,0.091,7,0.286,2,0,200,77.6,23.1,12,14,59,,2.6,2,0.39,30,0.3,9,44.7,34,0.367,10.1,9,47,0.319,15,0.0,0,"November 19, 2019",61.0,25,12.8,6,77.6,76.9,40,0.731,65,0.631,41,0.277,18,0.722,13,1,200,142.1,8.3,2,10,108,,5.3,4,0.385,25,0.52,13,55.3,42,0.734,4.0,3,40,0.7,28,0.833,5,"Leede Arena, Hanover, New Hampshire","Thomas (ME)
			","Thomas (ME)
			",75.9,Home,DARTMOUTH,Dartmouth
2019-11-30-16-bowling-green-state,42.3,11,9.4,3,107.0,81.3,26,0.56,58,0.448,26,0.103,6,0.667,4,2,200,97.2,9.7,3,20,69,,5.6,4,0.586,34,0.382,13,46.0,29,0.567,16.5,12,24,0.542,13,0.714,5,"November 30, 2019",46.2,12,8.3,2,97.2,90.3,28,0.563,56,0.464,26,0.464,26,0.5,13,2,200,107.0,18.8,6,7,76,,8.5,6,0.429,24,0.458,11,54.0,34,0.556,11.8,9,32,0.469,15,0.75,6,"Stroh Center, Bowling Green, Ohio",DARTMOUTH,Dartmouth,70.6,Home,BOWLING-GREEN-STATE,Bowling Green State
2019-12-03-19-georgia-state,69.0,20,10.3,4,110.7,65.8,25,0.625,56,0.518,29,0.304,17,0.588,10,3,225,106.7,14.3,4,19,80,,6.7,5,0.536,30,0.4,12,43.9,29,0.624,17.0,13,26,0.654,17,0.625,5,"December 3, 2019",51.6,16,11.5,3,106.7,85.7,24,0.529,70,0.443,31,0.186,13,0.692,9,3,225,110.7,34.2,13,17,83,,6.7,5,0.443,31,0.387,12,56.1,37,0.545,15.6,14,39,0.487,19,0.625,5,"GSU Sports Arena, Atlanta, Georgia",DARTMOUTH,Dartmouth,66.8,Home,GEORGIA-STATE,Georgia State
2019-12-06-20-south-florida,53.3,8,0.0,0,98.4,70.8,17,0.409,44,0.341,15,0.227,10,0.8,8,4,200,68.8,18.5,5,19,44,,7.8,5,0.477,21,0.286,6,43.1,22,0.451,28.2,19,23,0.391,9,0.556,5,"December 6, 2019",47.8,11,4.3,1,68.8,81.5,22,0.574,47,0.489,23,0.404,19,0.474,9,4,200,98.4,29.2,7,19,63,,17.2,11,0.468,22,0.364,8,56.9,29,0.562,23.5,17,25,0.6,15,0.556,5,"Sun Dome, Tampa, Florida",DARTMOUTH,Dartmouth,64.4,Home,SOUTH-FLORIDA,South Florida
2019-12-11-19-maine,44.8,13,9.7,3,74.6,73.5,25,0.623,53,0.547,29,0.34,18,0.611,11,4,200,130.5,25.9,7,15,77,,13.6,8,0.377,20,0.4,8,52.5,32,0.626,7.6,5,33,0.636,21,0.6,6,"December 11, 2019",82.4,14,6.1,2,130.5,74.1,20,0.398,49,0.347,17,0.204,10,0.5,5,7,200,74.6,26.5,9,16,44,,3.4,2,0.367,18,0.278,5,47.5,29,0.409,20.8,14,31,0.387,12,0.3,3,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,59.2,Away,DARTMOUTH,Dartmouth
2019-12-14-13-boston-university,34.5,10,6.7,2,116.4,81.0,17,0.485,65,0.446,29,0.277,18,0.722,13,5,200,113.4,34.3,12,25,76,,7.5,5,0.323,21,0.238,5,51.8,29,0.517,8.8,7,44,0.545,24,0.545,6,"December 14, 2019",51.9,14,9.1,4,113.4,65.7,23,0.663,46,0.587,27,0.609,28,0.607,17,7,200,116.4,19.0,4,17,78,,1.5,1,0.348,16,0.438,7,48.2,27,0.658,15.9,11,30,0.667,20,0.364,4,"Case Gym, Boston, Massachusetts",DARTMOUTH,Dartmouth,67.4,Home,BOSTON-UNIVERSITY,Boston University
2019-12-18-11-dartmouth,34.8,8,0.0,0,105.6,78.8,26,0.442,60,0.383,23,0.233,14,0.5,7,11,200,83.3,10.3,4,25,60,,6.9,5,0.367,22,0.318,7,41.7,30,0.45,13.1,10,38,0.421,16,0.0,0,"December 18, 2019",67.9,19,13.2,5,83.3,89.7,35,0.553,57,0.491,28,0.386,22,0.591,13,5,200,105.6,21.2,7,17,76,,2.8,2,0.491,28,0.25,7,58.3,42,0.563,13.0,10,29,0.724,21,0.583,7,"Leede Arena, Hanover, New Hampshire",CENTRAL-CONNECTICUT-STATE,Central Connecticut,71.6,Home,DARTMOUTH,Dartmouth
2019-12-21-12-dartmouth,56.5,13,18.2,8,84.5,76.5,26,0.558,52,0.442,23,0.231,12,0.5,6,4,200,90.1,3.0,1,15,64,,7.0,5,0.519,27,0.444,12,40.3,27,0.555,19.6,14,25,0.44,11,0.667,8,"December 21, 2019",33.3,8,8.0,2,90.1,97.0,32,0.418,61,0.393,24,0.23,14,0.643,9,6,200,84.5,23.5,8,13,60,,7.0,5,0.279,17,0.176,3,59.7,40,0.443,15.2,12,44,0.477,21,0.538,7,"Leede Arena, Hanover, New Hampshire",DARTMOUTH,Dartmouth,71.2,Away,BRYANT,Bryant
2019-11-08-18-davidson,45.8,11,18.5,5,89.2,77.8,28,0.54,50,0.48,24,0.7,35,0.629,22,0,200,102.7,23.1,6,21,76,24,4.1,3,0.48,24,0.25,6,54.8,34,0.57,17.6,14,26,0.692,18,1.0,2,"November 8, 2019",61.1,11,0.0,0,102.7,76.9,20,0.418,55,0.327,18,0.418,23,0.87,20,1,200,89.2,22.2,8,27,66,,10.8,8,0.509,28,0.357,10,45.2,28,0.501,18.7,15,27,0.296,8,0.0,0,"Alumni Hall, Annapolis, Maryland",DAVIDSON,Davidson,73.8,Away,AUBURN,Auburn
